TerritoryID,TerritoryNumber,CategoryCode,Category,TerritoryAddressID,ApartmentNumber,Number,Street,Suburb,PostalCode,State,Name,Phone,Type,Status,NotHomeAttempt,Date1,Date2,Date3,Date4,Date5,Language,Latitude,Longitude,Notes,NotesFromPublisher,Process Notes,original_cache_file,moved_timestamp
923657.0,54,,,2781630.0,Unit,522 1/2,E Queen St,Inglewood,90301,CA,,,Apartment,Available,0.0,,,,,,,33.9625601,-118.347505,,gate locked,,,
923657.0,54,,,4090736.0,Unit,620 1/2,E Queen St,Inglewood,90301,CA,,,Apartment,Home,0.0,2025/05/17,,,,,,33.9625782,-118.3455995,,,,,
923657.0,54,,,2651711.0,Unit,717 1/2,Manchester Dr,Inglewood,90301,CA,,,Apartment,Home,0.0,2025/04/19,,,,,,33.9607119,-118.3455023,,,,,
923657.0,54,,,2572693.0,,521,Manchester Ter,Inglewood,90301,CA,,,House,Available,0.0,,,,,,,33.96173,-118.347775,,,,,
923657.0,54,,,8406921.0,,524,Manchester Ter,Inglewood,90301,CA,,,House,Available,0.0,,,,,,,33.9615744,-118.3471739,,,,,
923657.0,54,,,6909524.0,Unit,617,Manchester Ter,Inglewood,90301,CA,,,Apartment,NotHome,1.0,2025/04/25,,,,,,33.961756,-118.34599,,,,,
923657.0,54,,,1466150.0,Unit,617 1/2,Manchester Ter,Inglewood,90301,CA,,,Apartment,Home,0.0,2025/04/25,,,,,,33.961756,-118.34599,,,,,
923657.0,54,,,9808447.0,Unit 3/4,617 3/4,Manchester Ter,Inglewood,90301,CA,,,Apartment,Available,0.0,,,,,,,33.961756,-118.34599,,,,,
923657.0,54,,,8880581.0,,661,Manchester Ter,Inglewood,90301,CA,,,House,Available,0.0,,,,,,,33.9617617,-118.3453249,,,,,
923657.0,54,,,3216553.0,,105,N Prairie Ave,Inglewood,90301,CA,,,House,Available,0.0,,,,,,,33.9629358,-118.3440375,,,,,
923657.0,54,,,5672757.0,,101,S Prairie Ave,Inglewood,90301,CA,,,House,Available,0.0,,,,,,,33.9597933,-118.343971,,,,,
565020.0,56,,,1845195.0,,3446,W 79th Pl,Inglewood,90305,CA,,,House,DoNotCall,0.0,,,,,,,,,,,,,
565020.0,56,,,5211754.0,,3439,W 80th St,Inglewood,90305,CA,,,House,Available,0.0,,,,,,,33.966442,-118.3320408,,,,,
