TerritoryID,TerritoryNumber,CategoryCode,Category,TerritoryAddressID,ApartmentNumber,Number,Street,Suburb,PostalCode,State,Name,Phone,Type,Status,NotHomeAttempt,Date1,Date2,Date3,Date4,Date5,Language,Latitude,Longitude,Notes,NotesFromPublisher,Process Notes,StandardizedAddress,DPVStatus,AddressStatus,IsDuplicate,SecondaryUnit,ConfidenceLevel,ConfidenceScore
356095,1,,,6500663,100,8611,Crenshaw Blvd,Inglewood,90305,CA,,,Apartment,Available,0,,,,,,,33.95994,-118.32653,,,,"8611 Crenshaw Blvd Ste 100, Inglewood CA 90305-3309",Y,Clean,False,Ste 100,Unknown,0.5
356095,1,,,3719529,101,8611,Crenshaw Blvd,Inglewood,90305,CA,,,Apartment,Available,0,,,,,,,33.95994,-118.32653,,,,"8611 Crenshaw Blvd Ste 101, Inglewood CA 90305-3310",Y,Clean,False,Ste 101,Unknown,0.5
356095,1,,,2012009,102,8611,Crenshaw Blvd,Inglewood,90305,CA,,,Apartment,Available,0,,,,,,,33.95994,-118.32653,,,,"8611 Crenshaw Blvd Ste 102, Inglewood CA 90305-3311",Y,Clean,False,Ste 102,Unknown,0.5
